date,temp
2024-01-01,34.6171628591572
2024-02-01,42.13277392839266
2024-03-01,46.80522771128406
2024-04-01,54.91564373539274
2024-05-01,63.68813292901786
2024-06-01,71.96753824579292
2024-07-01,74.72388973776071
2024-08-01,73.35233422872206
2024-09-01,68.37207361520727
2024-10-01,59.050846291454526
2024-11-01,48.0147486519624
2024-12-01,39.902753903045436
